,Широта школи,Довгота школи
680,50.4801558,30.4788913
681,50.4843867,30.4781156
682,50.4843867,30.4781156
683,50.4843867,30.4781156
684,50.4843867,30.4781156
685,50.4843867,30.4781156
686,50.4843867,30.4781156
687,50.4843867,30.4781156
688,50.4843867,30.4781156
689,50.4843867,30.4781156
690,50.4843867,30.4781156
691,50.4843867,30.4781156
692,50.4843867,30.4781156
693,50.4843867,30.4781156
694,50.4843867,30.4781156
695,50.4843867,30.4781156
696,50.4870936,30.4668937
697,50.4870936,30.4668937
698,50.4870936,30.4668937
699,50.4870936,30.4668937
700,50.4870936,30.4668937
701,50.4870936,30.4668937
702,50.4870936,30.4668937
703,50.4870936,30.4668937
704,50.4870936,30.4668937
705,50.4870936,30.4668937
706,50.4870936,30.4668937
707,50.4870936,30.4668937
708,50.4870936,30.4668937
709,50.4870936,30.4668937
710,50.4870936,30.4668937
711,50.4870936,30.4668937
712,50.4870936,30.4668937
713,50.4870936,30.4668937
714,50.4870936,30.4668937
715,50.4870936,30.4668937
716,50.4870936,30.4668937
717,50.4870936,30.4668937
718,50.4870936,30.4668937
719,50.4870936,30.4668937
720,50.4870936,30.4668937
721,50.4870936,30.4668937
722,50.4870936,30.4668937
723,50.4870936,30.4668937
724,50.4870936,30.4668937
725,50.4870936,30.4668937
726,50.4870936,30.4668937
727,50.4870936,30.4668937
728,50.4870936,30.4668937
729,50.4870936,30.4668937
730,50.4870936,30.4668937
731,50.4870936,30.4668937
732,50.4870936,30.4668937
733,50.4870936,30.4668937
734,50.4870936,30.4668937
735,50.4870936,30.4668937
736,50.4870936,30.4668937
737,50.4870936,30.4668937
738,50.4870936,30.4668937
739,50.4870936,30.4668937
740,50.4870936,30.4668937
741,50.4870936,30.4668937
742,50.4870936,30.4668937
743,50.4870936,30.4668937
744,50.4870936,30.4668937
745,50.4870936,30.4668937
746,50.4870936,30.4668937
747,50.4870936,30.4668937
748,50.4870936,30.4668937
749,50.4870936,30.4668937
750,50.4870936,30.4668937
751,50.4870936,30.4668937
752,50.4870936,30.4668937
753,50.4870936,30.4668937
754,50.4870936,30.4668937
755,50.4870936,30.4668937
756,50.4870936,30.4668937
757,50.4870936,30.4668937
758,50.4870936,30.4668937
759,50.4870936,30.4668937
760,50.4870936,30.4668937
761,50.4870936,30.4668937
762,50.4870936,30.4668937
763,50.4870936,30.4668937
764,50.4870936,30.4668937
765,50.4870936,30.4668937
766,50.4870936,30.4668937
767,50.4870936,30.4668937
768,50.4870936,30.4668937
769,50.4870936,30.4668937
