,"Відстань до школи, км",Менше за 0.8км,geometry
301,0.42645889161173495,True,POINT (30.5052594 50.467585)
302,0.7939388333513341,True,POINT (30.5107596 50.4598012)
303,0.9753197546694893,False,POINT (30.5110957 50.4579466)
304,1.0056357773763704,False,POINT (30.5088385 50.4573644)
305,0.6457443636931333,True,POINT (30.5079295 50.4612552)
306,0.6456022831391462,True,POINT (30.5074725 50.4613874)
307,0.6685946084601788,True,POINT (30.5071189 50.46126599999999)
308,0.6685946084601788,True,POINT (30.5071189 50.46126599999999)
309,0.6685946084601788,True,POINT (30.5071189 50.46126599999999)
310,0.6685946084601788,True,POINT (30.5071189 50.46126599999999)
311,0.6685946084601788,True,POINT (30.5071189 50.46126599999999)
312,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
313,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
314,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
315,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
316,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
317,0.6964453137304244,True,POINT (30.5095455 50.4606091)
318,0.6964453137304244,True,POINT (30.5095455 50.4606091)
319,0.6964453137304244,True,POINT (30.5095455 50.4606091)
320,0.6964453137304244,True,POINT (30.5095455 50.4606091)
321,0.7178212963183098,True,POINT (30.509776 50.46040900000001)
322,0.7363677325663504,True,POINT (30.5091315 50.460173)
323,0.7473466071837188,True,POINT (30.5097733 50.4600986)
324,0.7473466071837188,True,POINT (30.5097733 50.4600986)
325,0.7473466071837188,True,POINT (30.5097733 50.4600986)
326,0.7473466071837188,True,POINT (30.5097733 50.4600986)
327,0.7473466071837188,True,POINT (30.5097733 50.4600986)
328,0.7972064230854716,True,POINT (30.5099078 50.4595917)
329,0.7972064230854716,True,POINT (30.5099078 50.4595917)
330,0.7972064230854716,True,POINT (30.5099078 50.4595917)
331,0.6779407539494362,True,POINT (30.5093139 50.46078789999999)
332,0.18308255308304974,True,POINT (30.5142414 50.4669302)
333,0.056132690948469996,True,POINT (30.5157018 50.4678099)
334,0.043233271784009424,True,POINT (30.5158663 50.4677066)
335,0.04786760795461281,True,POINT (30.5160774 50.46769)
336,0.12917968451501252,True,POINT (30.5164312 50.4684335)
337,0.21571516900519633,True,POINT (30.5172089 50.468881)
338,0.21571516900519633,True,POINT (30.5172089 50.468881)
339,0.2506427140886612,True,POINT (30.5176211 50.468898)
340,0.27224114332566185,True,POINT (30.5179071 50.468826)
341,0.2768987058572532,True,POINT (30.517679 50.469238)
342,0.4039767442190814,True,POINT (30.51904960000001 50.4692902)
343,0.8188843058632699,False,POINT (30.5123666 50.4597267)
344,0.8188843058632699,False,POINT (30.5123666 50.4597267)
345,0.8142376675983216,False,POINT (30.5125381 50.4596771)
346,0.969179371277788,False,POINT (30.5243465 50.46489620000001)
347,0.8817435160245328,False,POINT (30.52353 50.464874)
348,0.2667356635395426,True,POINT (30.5155164 50.4700117)
349,0.32769403674882996,True,POINT (30.5143292 50.4701771)
350,0.3243041314469058,True,POINT (30.5141396 50.4699871)
351,0.35382599507076123,True,POINT (30.5144491 50.4705654)
352,0.48968893023767335,True,POINT (30.5128976 50.4710365)
353,0.3815099016705634,True,POINT (30.5141855 50.4707307)
354,0.3977502223842608,True,POINT (30.5140054 50.470805)
355,0.8693028598818514,False,POINT (30.5131203 50.4587519)
356,0.8965713467562928,False,POINT (30.5131854 50.4584214)
357,0.8934224585758038,False,POINT (30.5135853 50.4583057)
358,0.9020332163286191,False,POINT (30.5127856 50.4585371)
359,0.9166148045950332,False,POINT (30.5133056 50.458153)
360,0.9194979035874378,False,POINT (30.5126841 50.4583884)
361,0.9276191573951205,False,POINT (30.5133251 50.4580249)
362,0.9474081104849532,False,POINT (30.5134124 50.4577771)
363,0.9257788324265607,False,POINT (30.5137249 50.4579092)
364,0.927950137977413,False,POINT (30.5129078 50.4581902)
365,0.9452701295716385,False,POINT (30.5128064 50.4580415)
366,0.927950137977413,False,POINT (30.5129078 50.4581902)
367,0.9634442660449707,False,POINT (30.5134822 50.45757879999999)
368,0.9422454289424776,False,POINT (30.5137376 50.4577275)
369,0.9506868858856856,False,POINT (30.5130125 50.4578928)
370,0.9711510688955788,False,POINT (30.5137455 50.4574136)
371,0.9711510688955788,False,POINT (30.5137455 50.4574136)
372,0.9755207632904523,False,POINT (30.5129459 50.457645)
373,0.9711127434088109,False,POINT (30.5135414 50.4574763)
374,0.9711127434088109,False,POINT (30.5135414 50.4574763)
375,0.9987048860329257,False,POINT (30.5130508 50.45734760000001)
376,0.9733928362308597,False,POINT (30.5131744 50.4575789)
377,0.9756871135578996,False,POINT (30.513155 50.457561)
378,0.9763601346722259,False,POINT (30.5133168 50.45749470000001)
379,0.9908930924266874,False,POINT (30.5135971 50.4572449)
380,0.9575587475025927,False,POINT (30.5104983 50.4594296)
381,1.0535260937905835,False,POINT (30.5104905 50.4581896)
382,1.0930679392545595,False,POINT (30.510317 50.4578269)
383,0.9575587475025927,False,POINT (30.5104983 50.4594296)
384,1.1641841148967897,False,POINT (30.5095382 50.4575626)
385,1.0535260937905835,False,POINT (30.5104905 50.4581896)
386,1.5387297687217234,False,POINT (30.528394 50.474099)
387,0.9556679186427881,False,POINT (30.5093139 50.46078789999999)
388,0.982987544484047,False,POINT (30.5099712 50.4595984)
389,0.2664037691848388,True,POINT (30.515396 50.464526)
390,0.25465821055740917,True,POINT (30.5138695 50.4659471)
391,0.1281692882004319,True,POINT (30.5147128 50.4671945)
392,0.1281692882004319,True,POINT (30.5147128 50.4671945)
393,0.2513347814609954,True,POINT (30.5136762 50.46791629999999)
394,0.3141796298440246,True,POINT (30.513091 50.467889)
395,0.3141796298440246,True,POINT (30.513091 50.467889)
396,0.22220026622379438,True,POINT (30.5139569 50.4679489)
397,0.23875909743435852,True,POINT (30.5139992 50.4684917)
398,0.30273574316205826,True,POINT (30.513148 50.467486)
399,0.30273574316205826,True,POINT (30.513148 50.467486)
400,0.30273574316205826,True,POINT (30.513148 50.467486)
401,0.30273574316205826,True,POINT (30.513148 50.467486)
402,0.21442360991198295,True,POINT (30.5139555 50.46757720000001)
403,0.1940199471816691,True,POINT (30.5142089 50.4678968)
404,0.1329688391662078,True,POINT (30.5155012 50.4685782)
405,0.27229481388136345,True,POINT (30.5170461 50.4697471)
406,0.3975505725765716,True,POINT (30.51564310000001 50.47139970000001)
407,0.4128542278593432,True,POINT (30.5159955 50.4715649)
408,0.18975483196417717,True,POINT (30.5163114 50.4653418)
409,0.281084385924682,True,POINT (30.518157 50.466013)
410,0.30905003566060246,True,POINT (30.5184966 50.46621079999999)
411,0.30554452591383074,True,POINT (30.51846 50.4662)
412,0.33848556929952905,True,POINT (30.5132752 50.46539379999999)
413,0.23120518650763966,True,POINT (30.5142559 50.465724)
414,0.07174324467204951,True,POINT (30.5158072 50.4665086)
415,0.07174324467204951,True,POINT (30.5158072 50.4665086)
416,0.07174324467204951,True,POINT (30.5158072 50.4665086)
417,0.06950140231758084,True,POINT (30.5162316 50.46666679999999)
418,0.09866844193705188,True,POINT (30.51668 50.466846)
419,0.09866844193705188,True,POINT (30.51668 50.466846)
420,0.09866844193705188,True,POINT (30.51668 50.466846)
421,0.08904183123478654,True,POINT (30.5154276 50.4664757)
422,0.32995463482443393,True,POINT (30.518722 50.4681936)
423,0.12943511360918947,True,POINT (30.5170049 50.46753289999999)
424,0.1199431530088031,True,POINT (30.516862 50.467735)
425,0.3576488383663233,True,POINT (30.516205 50.47097)
426,0.22064463574233623,True,POINT (30.5178166 50.4668306)
427,0.5807185369060645,True,POINT (30.43839910000001 50.5130597)
428,0.5029864597820755,True,POINT (30.437251 50.51383610000001)
429,0.5627521811265734,True,POINT (30.438004 50.5136034)
430,0.4677075802894164,True,POINT (30.4366262 50.5141499)
431,0.8818934447413127,False,POINT (30.440957 50.5141033)
432,0.759118202875271,True,POINT (30.439549 50.5145985)
